customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,Monthly,Total,Contas_Diarias,Ticket_Mensal_Medio,Churn_bin,Qtd_Servicos,Churn_Permanência,gender_Masculino,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One Year,Contract_Two Year,PaymentMethod_Credit Card (Automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Faixa_Tempo_1-2a,Faixa_Tempo_2-3a,Faixa_Tempo_3+a,Faixa_Tempo_6-12m
1075-BGWOH,1,1,0,16,1,1,98.75,1587.55,3.307395833333333,99.221875,1,3,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False
1077-HUUJM,0,0,1,7,1,1,71.05,472.65,2.250714285714285,67.52142857142857,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1078-TDCRN,1,1,0,3,0,1,30.75,82.85,0.9205555555555556,27.616666666666664,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1080-BWSYE,1,1,0,64,1,0,25.65,1740.8,0.9066666666666666,27.2,0,0,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1084-MNSMJ,0,1,1,51,1,0,85.5,4421.95,2.89016339869281,86.70490196078431,0,6,True,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False
1084-UQCHV,0,0,1,1,1,0,69.75,69.75,2.325,69.75,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1085-LDWAM,0,1,1,69,1,1,20.35,1442.65,0.6969323671497585,20.907971014492755,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1086-LXKFY,0,1,1,1,1,1,69.1,69.1,2.303333333333333,69.1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1087-GRUYI,0,1,0,38,1,0,20.4,743.5,0.6521929824561403,19.56578947368421,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1087-UDSIH,0,0,0,3,1,1,19.6,59.75,0.6638888888888889,19.916666666666668,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1088-AUUZZ,0,1,1,56,1,1,75.85,4261.2,2.5364285714285715,76.09285714285714,0,4,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False
1088-CNNKB,0,1,0,63,1,0,80.0,5040.2,2.6667724867724867,80.0031746031746,0,5,True,True,True,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False
1089-HDMKP,1,0,1,11,1,1,54.55,601.25,1.821969696969697,54.65909090909091,0,2,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
1089-XZWHH,0,1,1,24,1,1,19.7,494.05,0.6861805555555556,20.585416666666667,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1090-ESELR,0,1,1,72,1,0,105.5,7611.55,3.523865740740741,105.71597222222222,0,5,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False
1090-PYKCI,0,1,1,69,1,1,105.1,7234.8,3.495072463768116,104.85217391304349,0,5,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False
1091-SOZGA,0,1,1,56,1,1,99.8,5515.45,3.283005952380952,98.49017857142856,0,3,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False
1092-GANHU,0,0,0,17,1,1,76.65,1313.55,2.5755882352941177,77.26764705882353,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1092-WPIVQ,0,1,1,18,1,0,25.1,428.45,0.7934259259259259,23.802777777777777,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1093-YSWCA,0,0,0,11,1,0,19.55,223.15,0.6762121212121213,20.286363636363635,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1094-BKOSX,0,1,1,45,0,0,51.0,2264.5,1.6774074074074077,50.32222222222222,0,4,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False
1095-JUDTC,1,0,0,47,1,1,95.05,4504.55,3.194716312056738,95.84148936170212,1,3,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
1095-WGNGG,0,1,0,61,1,1,101.05,5971.25,3.262978142076503,97.88934426229508,0,3,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False
1096-ADRUX,0,1,1,66,1,1,74.25,4859.25,2.4541666666666666,73.625,0,0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1097-FSPVW,0,0,0,42,1,0,54.55,2455.05,1.948452380952381,58.45357142857144,0,2,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1098-KFQEC,0,1,1,55,1,0,19.4,1083.0,0.6563636363636364,19.69090909090909,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1098-TDVUQ,0,0,0,1,1,1,19.25,19.25,0.6416666666666667,19.25,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1099-BTKWT,0,1,0,68,0,1,54.4,3723.65,1.8253186274509805,54.75955882352941,0,4,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False
1099-GODLO,0,1,1,1,1,0,20.35,20.35,0.6783333333333333,20.35,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1100-DDVRV,0,1,0,17,0,1,49.8,836.35,1.6399019607843135,49.19705882352941,0,3,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False
1101-SSWAG,0,1,0,15,1,1,51.1,711.15,1.5803333333333334,47.41,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1104-FEJAM,0,1,1,28,1,0,64.4,1802.15,2.1454166666666667,64.3625,0,2,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1104-TNLZA,1,1,0,28,1,1,105.8,2998.0,3.5690476190476192,107.07142857142856,0,4,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False
1106-HRLKZ,0,1,1,40,1,0,19.6,808.95,0.6741250000000001,20.223750000000003,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1110-KYLGQ,0,0,0,63,1,0,108.25,6780.1,3.587354497354497,107.62063492063491,0,5,True,False,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,True,False
1112-CUNAO,1,0,0,15,1,0,89.85,1424.95,3.166555555555556,94.99666666666668,1,2,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1113-IUJYX,0,1,0,14,1,0,105.95,1348.9,3.211666666666667,96.35,1,5,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False
1114-CENIM,0,0,1,54,1,1,55.0,3092.65,1.9090432098765435,57.2712962962963,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1116-DXXDF,0,0,0,39,1,1,100.45,3801.7,3.249316239316239,97.47948717948718,0,4,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
1116-FRYVH,0,1,1,48,0,0,39.4,1978.65,1.3740625,41.221875,0,3,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1120-BMWUB,0,0,0,16,1,1,53.9,834.15,1.7378125,52.134375,1,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
1121-QSIVB,0,0,1,44,1,1,77.55,3471.1,2.629621212121212,78.88863636363637,0,3,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False
1122-JWTJW,0,1,1,1,1,1,70.65,70.65,2.355,70.65,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1122-YJBCS,0,1,0,69,1,1,53.65,3804.4,1.8378743961352657,55.13623188405797,0,2,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False
1125-SNVCK,1,0,0,49,1,0,43.8,2106.05,1.432687074829932,42.98061224489796,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1131-ALZWV,0,0,0,24,1,0,24.6,605.25,0.840625,25.21875,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1131-QQZEB,1,1,0,71,1,0,23.95,1756.2,0.8245070422535211,24.735211267605635,0,0,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1131-SUEKT,0,1,1,61,1,1,98.45,6145.2,3.358032786885246,100.74098360655738,0,4,True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False
1133-KXCGE,0,0,0,18,1,0,20.1,407.05,0.7537962962962963,22.61388888888889,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1134-YWTYF,0,1,0,27,1,1,53.8,1389.85,1.7158641975308642,51.47592592592592,0,2,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1135-HIORI,0,1,1,64,1,1,111.45,7266.95,3.7848697916666665,113.54609375,0,5,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,True,False
1135-LMECX,0,0,0,1,1,0,19.85,19.85,0.6616666666666667,19.85,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1136-XGEQU,0,1,1,50,1,1,84.15,4164.4,2.7762666666666664,83.288,0,5,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False
1137-DGOWI,0,1,0,30,1,0,70.25,2198.9,2.4432222222222224,73.29666666666667,0,4,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False
1139-WUOAH,0,0,0,57,0,0,53.35,3090.05,1.8070467836257311,54.21140350877193,0,4,True,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False
1140-UKVZG,0,0,0,17,1,0,24.8,475.25,0.9318627450980392,27.955882352941178,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1142-IHLOO,0,0,0,51,1,0,87.55,4475.9,2.925424836601307,87.7627450980392,0,2,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False
1142-WACZW,0,0,0,2,0,0,29.85,75.6,1.26,37.8,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1143-NMNQJ,0,0,0,2,1,1,85.7,169.8,2.83,84.9,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1150-FTQGN,0,1,1,60,1,0,94.15,5811.8,3.2287777777777777,96.86333333333332,0,3,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False
1150-WFARN,0,1,1,67,1,1,108.75,7156.2,3.5602985074626865,106.8089552238806,1,5,False,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False
1153-GNOLC,0,0,0,33,0,1,39.1,1309.0,1.3222222222222222,39.66666666666666,0,2,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
1154-HYWWO,0,0,0,38,1,0,70.6,2708.2,2.375614035087719,71.26842105263158,0,4,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False
1156-ZFYDO,0,0,0,1,1,0,19.75,19.75,0.6583333333333333,19.75,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1157-BQCUW,0,0,0,1,1,1,74.95,74.95,2.498333333333333,74.95,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1159-WFSGR,0,1,1,16,1,0,20.4,321.4,0.6695833333333333,20.0875,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1162-ECVII,1,1,0,72,1,1,109.75,7932.5,3.672453703703704,110.17361111111111,0,5,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False
1163-ONYEY,0,1,1,41,1,1,74.55,3023.55,2.4581707317073174,73.74512195121952,0,4,True,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False
1163-VIPRI,0,1,1,65,1,0,109.3,7337.55,3.7628461538461537,112.88538461538462,0,5,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False
1166-PQLGG,0,1,1,72,1,0,19.55,1463.45,0.6775231481481482,20.325694444444444,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1167-OYZJF,1,1,0,67,1,1,20.05,1263.05,0.6283830845771144,18.851492537313437,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1169-SAOCL,0,0,0,49,1,1,106.65,5168.1,3.515714285714286,105.47142857142858,0,4,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False
1169-WCVAK,0,1,0,19,1,1,88.8,1672.35,2.9339473684210526,88.01842105263158,0,3,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1170-SASML,0,1,0,69,1,1,85.4,5869.4,2.835458937198068,85.06376811594203,0,2,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1171-TYKUR,0,1,0,47,1,0,25.4,1139.2,0.8079432624113475,24.238297872340425,0,0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1172-VIYBP,0,1,1,53,1,0,69.7,3686.05,2.3182704402515726,69.54811320754717,0,3,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1173-NOEYG,0,1,0,27,1,0,90.15,2423.4,2.991851851851852,89.75555555555556,0,2,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1173-XZPYF,0,0,0,11,1,1,89.2,990.3,3.000909090909091,90.02727272727272,0,2,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1174-FGIFN,0,1,1,28,1,1,90.45,2509.25,2.987202380952381,89.61607142857143,0,2,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
1177-XZBJL,0,1,1,53,1,0,64.15,3491.55,2.195943396226415,65.87830188679246,0,3,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False
1178-PZGAB,0,0,0,19,1,0,20.25,383.65,0.6730701754385965,20.19210526315789,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1179-INLAT,0,0,0,3,1,1,19.45,69.25,0.7694444444444445,23.08333333333333,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1183-CANVH,0,1,0,23,1,0,60.0,1347.15,1.9523913043478265,58.57173913043479,0,2,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False
1184-PJVDB,0,1,0,10,1,1,79.95,857.2,2.857333333333333,85.72,1,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1187-WILMM,0,1,1,63,1,1,89.4,5597.65,2.9617195767195765,88.8515873015873,0,6,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False
1193-RTSLK,0,0,0,38,1,1,83.9,3233.6,2.8364912280701757,85.09473684210526,1,3,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False
1194-BHJYC,0,1,0,61,0,1,62.15,3778.85,2.0649453551912567,61.9483606557377,0,5,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False
1194-HVAIF,0,1,0,27,1,0,95.0,2462.55,3.040185185185185,91.20555555555556,0,2,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
1194-SPVSP,0,0,0,1,1,0,19.65,19.65,0.6549999999999999,19.65,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195-OIYEJ,0,0,0,13,1,1,91.1,1135.7,2.9120512820512823,87.36153846153846,1,2,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
1196-AMORA,0,0,0,7,1,0,73.6,520.0,2.4761904761904763,74.28571428571429,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1197-BVMVG,1,0,0,4,1,1,74.45,294.45,2.45375,73.6125,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1200-TUZHR,1,0,0,8,1,0,85.2,695.75,2.8989583333333333,86.96875,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1202-KKGFU,0,1,0,12,1,0,54.2,690.5,1.918055555555556,57.54166666666666,0,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1205-WNWPJ,0,0,0,7,1,1,59.5,415.95,1.9807142857142856,59.42142857142857,1,2,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
1206-EHBDD,0,1,0,56,1,0,80.3,4513.65,2.6866964285714285,80.60089285714285,0,2,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1207-BLKSA,0,1,1,52,1,0,23.05,1255.1,0.804551282051282,24.13653846153846,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1208-DNHLN,0,1,1,23,1,1,48.35,1067.15,1.5465942028985509,46.39782608695653,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1208-NBVFH,0,1,1,20,1,1,49.6,939.8,1.5663333333333334,46.99,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1209-VFFOC,0,1,1,68,0,1,56.4,3948.45,1.9355147058823527,58.065441176470586,0,5,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False
1212-GLHMD,0,0,0,3,1,1,86.05,244.85,2.7205555555555554,81.61666666666666,0,2,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1213-NGCUN,0,0,0,6,1,1,49.65,267.35,1.485277777777778,44.55833333333334,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1215-EXRMO,0,1,0,50,1,0,20.55,1067.65,0.7117666666666668,21.353,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1215-FIGMP,0,0,0,60,1,1,89.9,5450.7,3.0281666666666665,90.845,0,2,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1215-VFYVK,0,0,0,4,0,0,48.25,202.25,1.6854166666666666,50.5625,0,4,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
1216-BGTSP,0,0,0,45,1,1,108.45,4964.7,3.6775555555555552,110.32666666666668,0,5,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False
1216-JWVUX,0,1,1,25,1,1,75.5,1901.05,2.534733333333333,76.042,0,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1217-VASWC,1,1,0,43,1,1,100.55,4304.0,3.336434108527132,100.09302325581396,0,4,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False
1218-VKFPE,0,1,1,12,1,0,19.0,233.55,0.64875,19.4625,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1219-NNDDO,0,0,0,9,1,1,76.85,663.55,2.4575925925925923,73.72777777777777,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1221-GHZEP,0,0,0,62,1,1,65.1,3846.75,2.0681451612903228,62.04435483870968,0,3,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False
1222-KJNZD,0,1,1,40,1,1,20.4,745.3,0.6210833333333333,18.6325,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1222-LRYKO,0,0,1,6,1,0,26.35,184.05,1.0225,30.675,0,0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1223-UNPKS,0,1,1,20,1,0,20.05,400.0,0.6666666666666666,20.0,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1226-IENZN,1,0,0,16,1,1,78.75,1218.25,2.5380208333333334,76.140625,0,1,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1226-JZNKR,0,1,1,8,1,0,19.8,160.05,0.666875,20.00625,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1226-UDFZR,0,0,0,2,1,1,49.6,114.7,1.9116666666666664,57.35,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1227-UDMZR,0,1,0,72,1,1,91.15,6637.9,3.073101851851852,92.19305555555556,0,6,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False
1228-FZFRV,0,1,1,50,1,0,105.95,5341.8,3.5612,106.836,1,4,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False
1228-ZLNBX,0,0,0,21,1,0,75.3,1570.7,2.493174603174604,74.79523809523809,0,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1229-RCALF,0,1,0,64,1,1,115.0,7396.15,3.852161458333333,115.56484375,0,6,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False
1230-QAJDW,0,0,0,3,1,1,65.25,209.9,2.332222222222222,69.96666666666667,0,2,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1231-YNDEK,0,0,0,58,1,1,19.15,1035.5,0.5951149425287356,17.853448275862068,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1236-WFCDV,1,0,0,14,1,0,90.45,1266.1,3.0145238095238094,90.43571428571428,1,2,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False
1237-WIYYZ,0,0,0,18,1,1,19.55,389.25,0.7208333333333333,21.625,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1240-HCBOH,0,0,0,67,1,1,26.1,1759.55,0.8753980099502487,26.26194029850746,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1240-KNSEZ,0,0,0,1,1,1,20.1,20.1,0.67,20.1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1241-EZFMJ,0,1,0,61,1,0,25.45,1538.6,0.8407650273224043,25.22295081967213,0,0,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1241-FPMOF,0,0,0,52,1,0,19.65,1025.05,0.6570833333333334,19.7125,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1245-HARPS,0,1,0,14,1,0,20.4,292.4,0.6961904761904761,20.885714285714283,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1247-QBVSH,0,1,1,43,1,0,50.2,2169.4,1.6817054263565892,50.45116279069768,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1248-DYXUB,0,1,1,52,1,0,24.8,1229.1,0.7878846153846153,23.63653846153846,0,0,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1251-KRREG,0,0,0,2,1,1,54.4,114.1,1.9016666666666664,57.05,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1251-STYSZ,1,0,0,4,1,1,80.25,303.7,2.5308333333333333,75.925,0,1,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1254-IZEYF,1,0,0,31,1,1,99.95,3186.65,3.4265053763440863,102.79516129032258,1,3,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
1257-SXUXQ,0,1,1,5,1,0,19.45,86.05,0.5736666666666667,17.21,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1258-YMZNM,1,0,0,27,1,1,110.5,2857.6,3.527901234567901,105.83703703703704,0,5,True,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False
1260-TTRXI,0,0,0,4,1,0,54.3,195.3,1.6275000000000002,48.825,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1261-FWTTE,1,0,0,23,0,1,34.65,768.45,1.1136956521739132,33.4108695652174,0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1262-OPMFY,0,1,0,9,1,1,75.75,655.9,2.429259259259259,72.87777777777778,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1264-BYWMS,0,0,0,55,1,1,96.8,5283.95,3.20239393939394,96.07181818181816,1,2,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
1264-FUHCX,0,1,0,49,0,1,56.3,2780.6,1.89156462585034,56.7469387755102,0,4,True,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False
1265-BCFEO,0,1,0,71,1,1,80.45,5662.25,2.658333333333333,79.75,0,4,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False
1265-HVPZB,0,1,0,59,1,0,66.4,3958.2,2.236271186440678,67.08813559322033,0,4,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False
1265-XTECC,1,1,0,68,1,1,96.55,6581.9,3.2264215686274507,96.79264705882352,1,3,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False
1265-ZFOSD,0,1,0,64,1,1,81.3,5129.3,2.6715104166666666,80.1453125,0,5,True,False,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False
1266-NZYUI,0,1,1,72,1,0,66.85,4758.8,2.203148148148148,66.09444444444445,0,3,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1268-ASBGA,1,1,0,16,1,1,85.35,1375.15,2.8648958333333336,85.946875,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
1269-FOYWN,0,1,1,44,1,0,20.0,860.85,0.652159090909091,19.56477272727273,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1270-XKUCC,0,1,1,30,1,0,19.7,599.25,0.6658333333333334,19.975,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1271-SJBGZ,1,0,0,12,0,1,43.65,526.95,1.46375,43.9125,1,3,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True
1271-UODNO,0,0,0,39,1,1,53.85,2200.7,1.8809401709401707,56.42820512820512,0,1,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
1272-ILHFG,0,1,1,15,1,0,19.65,332.65,0.7392222222222222,22.176666666666662,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1273-MTETI,1,0,0,4,1,1,88.85,372.45,3.10375,93.1125,1,2,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
