customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Contas_Diarias,Faixa_Tempo,Ticket_Mensal_Medio,Churn_bin,Qtd_Servicos
2037-XJFUP,Evasão,Masculino,0,1,0,33,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One Year,1,Electronic Check,95.8,3036.75,3.0674242424242424,2-3a,92.02272727272727,1,3
2038-LLMLM,Permanência,Feminino,0,0,0,48,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,1,Electronic Check,103.85,4946.05,3.4347569444444446,3+a,103.04270833333334,0,4
2038-OEQZH,Permanência,Masculino,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-To-Month,0,Electronic Check,86.05,308.1,2.5675000000000003,0-6m,77.025,0,2
2038-YSEZE,Permanência,Feminino,0,0,0,29,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-To-Month,0,Mailed Check,67.45,1801.1,2.070229885057471,2-3a,62.106896551724134,0,3
2039-JONDJ,Permanência,Masculino,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,One Year,0,Bank Transfer (Automatic),55.45,1477.65,1.8242592592592595,2-3a,54.72777777777778,0,2
2040-LDIWQ,Permanência,Masculino,0,1,1,65,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Transfer (Automatic),84.2,5324.5,2.7305128205128204,3+a,81.91538461538461,0,5
2040-OBMLJ,Permanência,Masculino,0,0,0,31,1,Yes,Fiber optic,No,No,No,Yes,No,No,One Year,0,Credit Card (Automatic),81.7,2548.65,2.740483870967742,2-3a,82.21451612903226,0,1
2040-VZIKE,Permanência,Feminino,0,1,0,49,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-To-Month,1,Mailed Check,100.85,4847.35,3.2975170068027215,3+a,98.92551020408165,0,3
2040-XBAVJ,Permanência,Masculino,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Bank Transfer (Automatic),114.45,8100.55,3.7502546296296297,3+a,112.50763888888889,0,6
2041-JIJCI,Permanência,Feminino,0,0,0,5,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-To-Month,1,Electronic Check,64.0,370.25,2.4683333333333333,0-6m,74.05,0,2
2043-WVTQJ,Permanência,Masculino,0,1,0,1,1,No,DSL,Yes,No,Yes,No,No,No,Month-To-Month,0,Mailed Check,55.7,55.7,1.8566666666666667,0-6m,55.7,0,2
2045-BMBTJ,Permanência,Feminino,1,0,0,33,0,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Bank Transfer (Automatic),59.45,1884.65,1.9036868686868689,2-3a,57.11060606060607,0,5
2049-BAFNW,Permanência,Feminino,0,0,0,1,0,No,DSL,No,No,Yes,Yes,No,No,Month-To-Month,0,Mailed Check,35.9,35.9,1.1966666666666665,0-6m,35.9,0,2
2050-ONYDQ,Permanência,Feminino,0,1,1,65,1,Yes,No,No,No,No,No,No,No,Two Year,0,Credit Card (Automatic),26.0,1654.85,0.8486410256410256,3+a,25.459230769230768,0,0
2054-PJOCK,Permanência,Feminino,0,0,0,60,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,0,Credit Card (Automatic),80.55,4847.05,2.6928055555555557,3+a,80.78416666666666,0,4
2055-BFOCC,Permanência,Masculino,1,1,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One Year,1,Bank Transfer (Automatic),84.0,5329.55,2.819867724867725,3+a,84.59603174603176,0,6
2055-PDADH,Evasão,Feminino,1,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,70.4,204.7,2.2744444444444443,0-6m,68.23333333333333,1,0
2055-SIFSS,Permanência,Feminino,1,1,0,55,1,Yes,DSL,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),51.65,2838.55,1.7203333333333335,3+a,51.61000000000001,0,0
2056-EVGZL,Permanência,Masculino,0,1,1,68,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One Year,0,Credit Card (Automatic),105.75,7322.5,3.5894607843137254,3+a,107.68382352941177,0,5
2057-BOYKM,Permanência,Feminino,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two Year,1,Bank Transfer (Automatic),96.6,6827.5,3.1608796296296298,3+a,94.82638888888889,0,4
2057-ZBLPD,Evasão,Feminino,0,1,0,21,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-To-Month,1,Electronic Check,86.5,1808.7,2.870952380952381,1-2a,86.12857142857143,1,1
2058-DCJBE,Evasão,Masculino,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,69.75,324.6,2.164,0-6m,64.92,1,0
2061-VVFST,Permanência,Feminino,0,1,0,37,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),19.5,805.2,0.7254054054054054,3+a,21.762162162162163,0,0
2065-MMKGR,Permanência,Feminino,0,0,0,29,1,Yes,DSL,No,No,No,No,Yes,Yes,One Year,1,Credit Card (Automatic),71.0,2080.1,2.390919540229885,2-3a,71.72758620689655,0,2
2067-QYTCF,Permanência,Feminino,0,1,0,64,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,1,Electronic Check,111.15,6953.4,3.6215625,3+a,108.646875,0,5
2068-WWXQZ,Permanência,Masculino,0,0,0,46,1,No,No,No,No,No,No,No,No,Two Year,0,Bank Transfer (Automatic),20.05,902.0,0.6536231884057971,3+a,19.608695652173914,0,0
2070-FNEXE,Evasão,Feminino,1,0,0,7,1,No,Fiber optic,Yes,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),76.45,503.6,2.3980952380952383,6-12m,71.94285714285715,1,1
2070-XYMFH,Permanência,Feminino,1,0,0,23,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,1,Mailed Check,79.35,1835.3,2.659855072463768,1-2a,79.79565217391304,0,1
2072-ZVJJX,Permanência,Masculino,0,1,0,68,1,Yes,No,No,No,No,No,No,No,Two Year,0,Bank Transfer (Automatic),25.25,1728.2,0.847156862745098,3+a,25.41470588235294,0,0
2073-QBVBI,Permanência,Feminino,0,1,0,41,0,No,DSL,No,Yes,No,Yes,No,No,One Year,0,Mailed Check,35.45,1391.65,1.1314227642276424,3+a,33.94268292682927,0,2
2074-GKOWZ,Evasão,Masculino,0,1,1,2,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-To-Month,1,Bank Transfer (Automatic),89.55,185.55,3.0925000000000002,0-6m,92.775,1,2
2074-GUHPQ,Permanência,Feminino,0,0,1,17,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-To-Month,1,Credit Card (Automatic),92.7,1556.85,3.052647058823529,1-2a,91.57941176470588,0,3
2075-PUEPR,Permanência,Masculino,0,1,1,55,1,No,No,No,No,No,No,No,No,Two Year,0,Bank Transfer (Automatic),19.35,1153.25,0.698939393939394,3+a,20.96818181818182,0,0
2075-RMJIK,Permanência,Feminino,0,1,1,5,1,No,DSL,Yes,No,No,No,No,No,Month-To-Month,1,Mailed Check,49.4,232.55,1.5503333333333333,0-6m,46.510000000000005,0,1
2077-DDHJK,Permanência,Feminino,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,0,Credit Card (Automatic),70.9,4911.35,2.4075245098039217,3+a,72.22573529411765,0,4
2077-MPJQO,Permanência,Masculino,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,75.4,533.05,2.538333333333333,6-12m,76.14999999999999,0,0
2079-FBMZK,Evasão,Feminino,0,0,0,6,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Mailed Check,69.25,418.4,2.3244444444444445,0-6m,69.73333333333333,1,0
2080-CAZNM,Permanência,Feminino,1,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,104.4,4133.95,3.3609349593495934,3+a,100.8280487804878,0,4
2080-GKCWQ,Permanência,Masculino,0,0,0,2,1,No,Fiber optic,No,Yes,No,No,No,No,Month-To-Month,0,Electronic Check,74.95,151.75,2.529166666666667,0-6m,75.875,0,1
2080-SRCDE,Permanência,Feminino,0,0,1,1,1,Yes,No,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,25.4,25.4,0.8466666666666666,0-6m,25.4,0,0
2081-KJSQF,Permanência,Masculino,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-To-Month,1,Mailed Check,20.25,20.25,0.675,0-6m,20.25,0,0
2081-VEYEH,Permanência,Masculino,0,0,0,3,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,1,Electronic Check,107.95,318.6,3.54,0-6m,106.2,0,5
2082-CEFLT,Evasão,Masculino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,45.6,45.6,1.52,0-6m,45.6,1,0
2082-OJVTK,Evasão,Masculino,0,1,1,29,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-To-Month,1,Electronic Check,89.2,2698.35,3.101551724137931,2-3a,93.04655172413793,1,2
2085-BOJKI,Permanência,Masculino,0,1,0,17,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One Year,1,Bank Transfer (Automatic),96.65,1588.25,3.11421568627451,1-2a,93.42647058823529,0,3
2085-JVGAD,Permanência,Masculino,0,1,0,37,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),20.35,697.65,0.6285135135135135,3+a,18.855405405405406,0,0
2087-QAREY,Permanência,Feminino,0,1,0,22,1,No,DSL,No,Yes,Yes,No,No,No,Month-To-Month,1,Mailed Check,54.7,1178.75,1.7859848484848484,1-2a,53.57954545454545,0,2
2088-IEBAU,Permanência,Feminino,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Electronic Check,88.15,6148.45,3.0139460784313723,3+a,90.41838235294118,0,6
2091-GPPIQ,Permanência,Feminino,0,1,1,72,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,1,Electronic Check,78.95,5730.15,2.652847222222222,3+a,79.58541666666666,0,4
2091-MJTFX,Evasão,Feminino,0,1,1,30,0,No,DSL,No,No,No,Yes,Yes,Yes,Month-To-Month,0,Credit Card (Automatic),51.2,1561.5,1.735,2-3a,52.05,1,3
2091-RFFBA,Evasão,Feminino,1,0,0,31,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,73.9,2217.15,2.3840322580645164,2-3a,71.5209677419355,1,0
2096-XOTMO,Permanência,Feminino,0,1,1,16,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,19.35,275.9,0.5747916666666666,1-2a,17.24375,0,0
2097-YVPKN,Permanência,Masculino,0,0,0,65,1,Yes,No,No,No,No,No,No,No,Two Year,0,Mailed Check,25.75,1654.75,0.8485897435897436,3+a,25.45769230769231,0,0
2100-BDNSN,Evasão,Feminino,0,1,0,5,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-To-Month,0,Bank Transfer (Automatic),67.95,350.3,2.3353333333333333,0-6m,70.06,1,3
2101-RANCD,Permanência,Feminino,0,0,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,73.1,4144.9,2.5120606060606057,3+a,75.36181818181818,0,0
2103-ZRXFN,Permanência,Masculino,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,50.75,50.75,1.6916666666666667,0-6m,50.75,0,0
2105-PHWON,Permanência,Feminino,0,1,0,33,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-To-Month,1,Credit Card (Automatic),95.0,3008.15,3.0385353535353534,2-3a,91.1560606060606,0,3
2107-FBPTK,Permanência,Feminino,1,0,0,30,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,104.1,3121.1,3.4678888888888886,2-3a,104.03666666666666,0,4
2108-GLPQB,Permanência,Masculino,0,1,0,25,1,Yes,DSL,No,No,Yes,No,No,No,Month-To-Month,0,Credit Card (Automatic),55.55,1405.3,1.8737333333333333,2-3a,56.211999999999996,0,1
2108-XWMPY,Evasão,Masculino,0,0,0,3,0,No,DSL,Yes,Yes,No,No,No,No,Month-To-Month,1,Mailed Check,35.45,106.85,1.1872222222222222,0-6m,35.61666666666667,1,2
2108-YKQTY,Evasão,Feminino,0,0,0,4,1,No,DSL,No,Yes,No,No,No,No,Month-To-Month,0,Credit Card (Automatic),50.7,151.3,1.2608333333333335,0-6m,37.825,1,1
2111-DWYHN,Permanência,Masculino,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,21.1,21.1,0.7033333333333334,0-6m,21.1,0,0
2114-MGINA,Evasão,Feminino,0,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-To-Month,1,Mailed Check,89.8,1129.1,2.688333333333333,1-2a,80.64999999999999,1,2
2115-BFTIW,Evasão,Masculino,0,0,0,25,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,70.95,1767.35,2.3564666666666665,2-3a,70.694,1,0
2120-SMPEX,Permanência,Masculino,0,0,0,25,1,No,No,No,No,No,No,No,No,Month-To-Month,1,Mailed Check,20.15,536.35,0.7151333333333334,2-3a,21.454,0,0
2121-JAFOM,Permanência,Feminino,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card (Automatic),115.55,8312.4,3.848333333333333,3+a,115.44999999999999,0,6
2122-SZZZD,Permanência,Masculino,0,0,0,44,1,No,No,No,No,No,No,No,No,One Year,0,Credit Card (Automatic),19.5,835.5,0.6329545454545454,3+a,18.988636363636363,0,0
2122-YWVYA,Permanência,Feminino,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,Month-To-Month,1,Electronic Check,75.4,1380.4,2.5562962962962965,1-2a,76.6888888888889,0,1
2123-AGEEN,Permanência,Feminino,1,0,0,7,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-To-Month,1,Electronic Check,84.35,609.65,2.903095238095238,6-12m,87.09285714285714,0,2
2123-VSCOT,Permanência,Feminino,0,1,1,59,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two Year,1,Bank Transfer (Automatic),72.1,4194.85,2.3699717514124297,3+a,71.09915254237289,0,3
2126-GSEGL,Permanência,Feminino,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Transfer (Automatic),84.8,5917.55,2.8178809523809525,3+a,84.53642857142857,0,5
2129-ALKBS,Permanência,Feminino,0,1,1,40,1,Yes,No,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,26.2,1077.5,0.8979166666666667,3+a,26.9375,0,0
2133-TSRRM,Permanência,Feminino,0,0,1,34,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Bank Transfer (Automatic),105.35,3688.6,3.6162745098039215,2-3a,108.48823529411764,0,5
2135-DQWAQ,Permanência,Feminino,0,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-To-Month,1,Mailed Check,85.3,420.45,2.803,0-6m,84.09,0,2
2135-RXIHG,Evasão,Masculino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,45.65,45.65,1.5216666666666667,0-6m,45.65,1,0
2137-DQMEV,Permanência,Masculino,0,1,1,68,0,No,DSL,Yes,Yes,No,No,Yes,No,One Year,0,Mailed Check,44.8,2983.65,1.4625735294117648,3+a,43.87720588235294,0,3
2138-VFAPZ,Permanência,Feminino,0,1,1,14,1,No,No,No,No,No,No,No,No,Two Year,1,Mailed Check,19.7,263.65,0.6277380952380952,1-2a,18.832142857142856,0,0
2139-FQHLM,Permanência,Masculino,0,0,0,19,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-To-Month,0,Mailed Check,89.95,1682.4,2.951578947368421,1-2a,88.54736842105264,0,3
2141-RRYGO,Evasão,Feminino,0,0,0,4,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-To-Month,1,Bank Transfer (Automatic),68.65,261.25,2.1770833333333335,0-6m,65.3125,1,3
2143-LJULT,Permanência,Feminino,0,1,0,67,1,Yes,No,No,No,No,No,No,No,Two Year,1,Credit Card (Automatic),25.25,1733.15,0.8622636815920398,3+a,25.867910447761194,0,0
2144-BFDSO,Permanência,Feminino,1,1,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,0,Bank Transfer (Automatic),108.75,5431.9,3.6212666666666666,3+a,108.63799999999999,0,5
2144-ESWKO,Permanência,Masculino,0,0,0,43,0,No,DSL,Yes,No,Yes,No,No,No,One Year,1,Credit Card (Automatic),35.2,1463.7,1.1346511627906977,3+a,34.03953488372093,0,2
2146-EGVDT,Permanência,Masculino,0,1,1,59,1,No,No,No,No,No,No,No,No,Two Year,0,Credit Card (Automatic),19.3,1192.7,0.6738418079096046,3+a,20.215254237288136,0,0
2150-OEGBV,Permanência,Masculino,0,0,0,27,1,No,No,No,No,No,No,No,No,One Year,0,Bank Transfer (Automatic),20.1,562.6,0.6945679012345679,2-3a,20.83703703703704,0,0
2150-UWTFY,Evasão,Feminino,0,1,1,22,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-To-Month,0,Mailed Check,61.15,1422.05,2.1546212121212123,1-2a,64.63863636363637,1,3
2150-WLKUW,Permanência,Feminino,0,1,0,40,1,Yes,DSL,No,Yes,No,No,Yes,No,One Year,0,Bank Transfer (Automatic),63.9,2635.0,2.1958333333333333,3+a,65.875,0,2
2153-MREFK,Evasão,Feminino,0,1,0,37,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One Year,1,Electronic Check,99.2,3754.6,3.3825225225225224,3+a,101.47567567567567,1,4
2154-KVJFF,Evasão,Feminino,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-To-Month,1,Electronic Check,79.75,1111.85,2.4707777777777777,1-2a,74.12333333333332,1,1
2155-AMQRX,Permanência,Feminino,0,0,0,28,1,Yes,DSL,No,No,No,Yes,No,No,Month-To-Month,1,Credit Card (Automatic),54.9,1505.15,1.791845238095238,2-3a,53.75535714285714,0,1
2157-MXBJS,Evasão,Masculino,0,1,0,13,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One Year,1,Mailed Check,75.3,989.45,2.5370512820512823,1-2a,76.11153846153846,1,3
2159-TURXX,Permanência,Masculino,0,0,0,5,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Credit Card (Automatic),20.05,95.55,0.637,0-6m,19.11,0,0
2160-GPFXD,Permanência,Masculino,0,1,1,54,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two Year,1,Credit Card (Automatic),65.65,3566.7,2.2016666666666667,3+a,66.05,0,3
2162-FRZAA,Permanência,Masculino,0,1,1,63,0,No,DSL,No,Yes,Yes,Yes,No,No,Two Year,0,Bank Transfer (Automatic),39.35,2395.05,1.2672222222222222,3+a,38.01666666666667,0,3
2164-SOQXL,Permanência,Feminino,0,1,1,20,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,20.05,406.05,0.6767500000000001,1-2a,20.302500000000002,0,0
2165-VOEGB,Evasão,Feminino,0,0,1,46,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One Year,1,Bank Transfer (Automatic),105.2,4822.85,3.4948188405797103,3+a,104.8445652173913,1,5
2167-FQSTQ,Permanência,Feminino,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Electronic Check,92.4,6786.1,3.141712962962963,3+a,94.2513888888889,0,6
2169-RRLFW,Permanência,Feminino,0,1,0,71,1,Yes,No,No,No,No,No,No,No,Two Year,0,Credit Card (Automatic),25.6,1888.25,0.8865023474178404,3+a,26.595070422535212,0,0
2171-UDMFD,Permanência,Masculino,0,1,1,32,1,No,No,No,No,No,No,No,No,Month-To-Month,1,Credit Card (Automatic),19.45,674.55,0.70265625,2-3a,21.0796875,0,0
2172-EJXVF,Permanência,Feminino,1,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One Year,1,Electronic Check,105.9,7521.95,3.531431924882629,3+a,105.94295774647887,0,4
2176-LVPNX,Permanência,Feminino,1,0,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Mailed Check,89.85,6293.45,2.9546713615023474,3+a,88.64014084507042,0,6
2176-OSJUV,Permanência,Masculino,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two Year,0,Bank Transfer (Automatic),65.15,4681.75,2.1980046948356806,3+a,65.94014084507042,0,3
2178-PMGCJ,Permanência,Masculino,0,0,0,22,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Mailed Check,69.7,1490.4,2.2581818181818183,1-2a,67.74545454545455,0,0
2180-DXNEG,Evasão,Feminino,0,0,0,12,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,96.0,1062.1,2.9502777777777776,6-12m,88.50833333333333,1,3
2181-TIDSV,Permanência,Masculino,0,1,1,68,1,No,No,No,No,No,No,No,No,Two Year,1,Bank Transfer (Automatic),19.95,1303.25,0.6388480392156862,3+a,19.165441176470587,0,0
2181-UAESM,Permanência,Masculino,0,0,0,2,1,No,DSL,Yes,No,Yes,No,No,No,Month-To-Month,0,Electronic Check,53.45,119.5,1.9916666666666667,0-6m,59.75,0,2
2186-QZEYA,Permanência,Feminino,1,0,0,29,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-To-Month,1,Bank Transfer (Automatic),58.55,1718.95,1.9758045977011496,2-3a,59.27413793103448,0,2
2187-LZGPL,Evasão,Feminino,0,0,0,7,0,No,DSL,No,Yes,No,No,No,Yes,Month-To-Month,1,Credit Card (Automatic),40.1,293.3,1.3966666666666667,6-12m,41.9,1,2
2187-PKZAY,Permanência,Masculino,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-To-Month,1,Bank Transfer (Automatic),79.95,1043.4,2.8983333333333334,6-12m,86.95,0,1
2188-SXWVT,Permanência,Feminino,0,0,0,34,1,No,DSL,Yes,Yes,No,No,No,No,One Year,0,Mailed Check,55.0,1885.15,1.848186274509804,2-3a,55.44558823529412,0,2
2189-UXTKY,Evasão,Feminino,0,1,0,22,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-To-Month,1,Electronic Check,79.2,1742.75,2.640530303030303,1-2a,79.2159090909091,1,4
2189-WWOEW,Evasão,Feminino,0,0,1,15,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-To-Month,1,Bank Transfer (Automatic),85.9,1269.55,2.821222222222222,1-2a,84.63666666666667,1,2
2190-BCXEC,Permanência,Feminino,0,1,0,40,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-To-Month,1,Credit Card (Automatic),78.85,3126.85,2.6057083333333333,3+a,78.17125,0,1
2190-PHBHR,Permanência,Feminino,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two Year,1,Credit Card (Automatic),94.45,6921.7,3.2044907407407406,3+a,96.13472222222222,0,3
2192-CKRLV,Permanência,Feminino,0,1,0,72,0,No,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,1,Electronic Check,49.2,3580.95,1.657847222222222,3+a,49.735416666666666,0,4
2192-OZITF,Permanência,Feminino,0,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Two Year,0,Mailed Check,73.55,3349.1,2.480814814814815,3+a,74.42444444444445,0,3
2193-SFWQW,Permanência,Masculino,0,1,1,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Bank Transfer (Automatic),111.95,8033.1,3.719027777777778,3+a,111.57083333333334,0,6
2194-IIQOF,Permanência,Feminino,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card (Automatic),89.3,6388.65,2.9993661971830985,3+a,89.98098591549295,0,6
2195-VVRJF,Permanência,Masculino,1,1,0,18,1,No,DSL,Yes,No,No,No,No,Yes,Month-To-Month,1,Credit Card (Automatic),59.1,1011.05,1.8723148148148148,1-2a,56.169444444444444,0,2
2195-ZRVAX,Evasão,Feminino,0,1,0,47,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-To-Month,1,Electronic Check,85.3,4045.65,2.869255319148936,3+a,86.07765957446809,1,2
2197-OMWGI,Permanência,Feminino,1,1,1,68,0,No,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,1,Electronic Check,53.0,3656.25,1.7922794117647058,3+a,53.768382352941174,0,4
2200-DSAAL,Permanência,Feminino,0,0,0,68,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,1,Electronic Check,80.65,5330.2,2.612843137254902,3+a,78.38529411764705,0,4
2202-CUYXZ,Evasão,Masculino,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-To-Month,1,Electronic Check,84.85,84.85,2.828333333333333,0-6m,84.85,1,2
2202-OUTMO,Permanência,Feminino,0,1,0,34,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-To-Month,1,Bank Transfer (Automatic),60.85,2003.6,1.964313725490196,2-3a,58.92941176470588,0,2
2203-GHNWN,Permanência,Feminino,0,1,0,24,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,1,Mailed Check,79.65,1928.7,2.67875,1-2a,80.3625,0,1
2205-LPVGL,Permanência,Masculino,1,1,1,58,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One Year,1,Bank Transfer (Automatic),89.85,5125.75,2.9458333333333333,3+a,88.375,0,3
2205-YMZZJ,Evasão,Masculino,1,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,1,Electronic Check,84.8,546.95,2.6045238095238097,6-12m,78.13571428571429,1,1
2207-NHRJK,Evasão,Masculino,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-To-Month,0,Electronic Check,50.8,50.8,1.6933333333333331,0-6m,50.8,1,1
2207-OBZNX,Evasão,Masculino,0,0,0,7,1,No,DSL,Yes,No,No,No,No,No,Month-To-Month,1,Mailed Check,51.0,354.05,1.685952380952381,6-12m,50.57857142857143,1,1
2207-QPJED,Permanência,Feminino,1,1,0,37,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-To-Month,0,Electronic Check,90.0,3371.75,3.0376126126126124,3+a,91.12837837837837,0,3
2207-RYYRL,Permanência,Masculino,0,1,1,52,1,Yes,No,No,No,No,No,No,No,Two Year,0,Mailed Check,24.55,1331.05,0.8532371794871795,3+a,25.597115384615385,0,0
2208-MPXIO,Permanência,Feminino,0,1,1,45,1,No,No,No,No,No,No,No,No,Two Year,1,Bank Transfer (Automatic),20.0,886.4,0.6565925925925926,3+a,19.697777777777777,0,0
2208-NKVVH,Permanência,Masculino,0,1,1,43,1,Yes,No,No,No,No,No,No,No,Two Year,0,Mailed Check,24.25,1077.95,0.8356201550387597,3+a,25.06860465116279,0,0
2208-NQBCT,Permanência,Feminino,0,1,1,26,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-To-Month,0,Electronic Check,81.95,2070.05,2.653910256410257,2-3a,79.6173076923077,0,2
